Model;Scenario;Region;Variable;Unit;2010;2015;2020;2025;2030;2035;2040;2045;2050;2055;2060;2065;2070;2075;2080;2085;2090;2095;2100
IMAGE 3.0.1;DIAG-C0to80-late;World;Primary Energy|Gas|w/ CCS;EJ/yr;0;0;0;0;0;0;0;0;0;0;3.97E-07;1.919546997;6.873917969;9.67325;12.89479004;16.69241992;15.19158984;13.78044043;14.94388965
IMAGE 3.0.1;DIAG-C0to80-late;World;Emissions|CO2|Energy and Industrial Processes;Mt CO2/yr;32090.52655;35334.94678;38168.10159;41140.21387;43067.32193;45109.79669;46625.9176;48602.73547;50857.8418;53590.84421;52069.91114;44908.24431;41343.18253;34110.24398;22668.01888;14689.18121;10474.75282;7534.53615;5534.046577
IMAGE 3.0.1;DIAG-C0to80-late;World;GDP|PPP;billion US$2010/yr;75837.96607;90506.40817;112548.8245;136289.3543;160415.0488;184239.6457;208805.2168;234044.7438;259447.5586;285636.8516;313768.0127;343801.7173;375415.8553;408264.0157;442751.0428;478641.6111;516224.3561;555532.06;596236.4856
IMAGE 3.0.1;DIAG-C0to80-late;World;Price|Carbon;US$2010/t CO2;0;0;0;0;0;0;0;0;0;0;79.9999113;102.102406;130.3114098;166.3140482;212.2635833;270.9081035;345.7548943;441.2806512;563.1984647
IMAGE 3.0.1;DIAG-C0to80-late;World;Primary Energy|Oil|w/ CCS;EJ/yr;0;0;0;0;0;0;0;0;0;0;1.12E-10;0.000108672;1.60861E-05;2.25805E-05;8.94025E-05;0.002705348;0.02205534;0.04101659;0.049690418
IMAGE 3.0.1;DIAG-C0to80-late;World;Temperature|Global Mean;°C;0.905228972;1.012148976;1.145048976;1.297516942;1.461009979;1.615188956;1.767933011;1.917983055;2.06781292;2.220259905;2.380168915;2.52709794;2.608690023;2.676325083;2.738451004;2.779330969;2.796200991;2.801858902;2.801672935
IMAGE 3.0.1;DIAG-C0to80-late;World;Policy Cost|Area under MAC Curve;billion US$2010/yr;0;0;0;0;0;0;0;0;0;0;1311.637271;974.785722;1697.942764;2358.350767;3096.247397;3796.243812;4489.244848;5166.674383;5540.270775
IMAGE 3.0.1;DIAG-C30-const;World;Primary Energy|Hydro;EJ/yr;12.38731981;14.50488013;16.32158003;17.29250099;19.39750912;20.63251046;21.78615091;22.18840064;22.56218931;22.97126093;23.3746391;23.82340915;24.23344947;24.62480998;25.00133069;25.37212928;25.78388992;26.11619021;26.60922982
IMAGE 3.0.1;DIAG-C30-const;World;Final Energy;EJ/yr;368.0809063;394.7916875;401.1661875;415.8719063;434.2470938;457.6578125;482.1928125;506.9448125;531.614125;558.0616875;585.7008125;612.857625;636.590375;657.040375;675.9206875;691.630125;704.760875;715.9598125;726.278625
IMAGE 3.0.1;DIAG-C30-const;World;Emissions|CO2;Mt CO2/yr;35671.27051;38161.75;41282.74219;41202.80957;41711.11914;41236.90886;39961.4961;38626.28158;37104.13509;35788.53939;35347.04623;36429.53288;37818.91667;38398.06739;39442.03972;40233.92871;40394.05176;41045.2181;42066.93262
IMAGE 3.0.1;DIAG-C30-const;World;Primary Energy|Fossil|w/o CCS;EJ/yr;430.6222969;467.233;477.5104063;478.5519063;484.4977031;485.8877969;477.6602969;476.7349922;477.9037109;488.0649063;505.4156797;526.6604297;545.3086953;557.74;565.4077969;569.2459063;572.2522031;573.9821875;580.8400938
IMAGE 3.0.1;DIAG-C30-const;World;Primary Energy|Coal;EJ/yr;146.0902031;163.6774063;166.8602031;169.5165;163.4149063;155.4044063;147.0022031;139.6992031;134.0064063;128.2892969;124.3458984;127.1153984;135.9312969;146.9612031;160.2334063;176.3777969;194.171;213.8377969;235.6837969
IMAGE 3.0.1;DIAG-C30-const;World;Emissions|CO2|AFOLU;Mt CO2/yr;3580.745668;2826.82089;4702.096142;4572.832699;5253.455793;5576.816847;5510.882333;4787.729693;3763.255492;2330.54328;1134.887839;970.8012915;1000.015219;562.8436804;779.9948032;820.6676544;203.920275;38.02667062;-100.5396557
IMAGE 3.0.1;DIAG-C30-const;World;Primary Energy|Wind;EJ/yr;1.228848788;2.71150176;4.442212672;5.700476512;7.204765568;8.939232128;12.0940951;15.97765478;18.63941427;19.85343846;20.98438221;21.06293862;20.64941798;21.3676439;23.31467699;25.03674419;26.19043942;27.40444006;27.5773225
IMAGE 3.0.1;DIAG-C30-const;World;Emissions|CH4;Mt CH4/yr;350.1925049;369.7315979;376.0306091;344.2778931;325.7293091;308.2236938;297.7037964;291.8023987;282.8727112;276.0206909;268.8039856;266.2195129;264.5822144;261.0076904;258.8882141;254.6770935;249.6952057;244.7333069;241.1215057
IMAGE 3.0.1;DIAG-C30-const;World;Population;million;6921.797852;7302.094238;7671.501953;8015.398926;8327.682617;8608.792969;8857.175781;9069.899414;9242.542969;9372.134766;9459.967773;9511.283203;9531.094727;9520.347656;9480.227539;9413.564453;9325.707031;9221.214844;9103.234375
IMAGE 3.0.1;DIAG-C30-const;World;Primary Energy|Coal|w/o CCS;EJ/yr;146.0902031;163.6774063;166.8602031;169.4665;161.6012031;150.2572969;137.0652969;125.2226016;113.7856016;102.855;97.26827344;99.60702344;107.9151016;118.346;131.0717031;146.6735;163.6282031;181.9520938;200.9585938
IMAGE 3.0.1;DIAG-C30-const;World;Primary Energy|Oil|w/o CCS;EJ/yr;170.5882969;176.6422969;167.0797031;156.507;149.2105;142.0005;139.1535938;142.5405938;152.6769063;164.991;177.6684063;189.0105;192.4145938;187.3017031;181.5960938;177.5074063;174.4642969;174.1305;176.6109063
IMAGE 3.0.1;DIAG-C30-const;World;Primary Energy|Coal|w/ CCS;EJ/yr;0;0;9.75E-15;0.050079182;1.813771973;5.147097168;9.936916016;14.47655957;20.22082031;25.43433008;27.07767969;27.50838086;28.01618945;28.61525977;29.16173047;29.70430078;30.54275;31.88571094;34.72517969
IMAGE 3.0.1;DIAG-C30-const;World;Primary Energy|Gas;EJ/yr;113.9437969;126.9132969;143.5705;152.6024063;173.8837969;194.0852969;202.1102031;209.7970938;212.5547031;221.4320938;231.7177969;239.3382031;246.4724063;253.7050938;254.572;246.9362031;236.0030938;219.5452031;204.6074063
IMAGE 3.0.1;DIAG-C30-const;World;Primary Energy|Biomass|w/o CCS;EJ/yr;52.11501953;57.72198047;57.62505078;63.10503906;73.43109375;84.62085156;93.93328906;100.5163984;100.7118984;97.12152344;93.62792188;91.75154688;95.70042188;102.6888984;107.4515;110.57;115.565;120.1192031;120.5963984
IMAGE 3.0.1;DIAG-C30-const;World;Primary Energy|Fossil|w/ CCS;EJ/yr;0;0;1.03E-14;0.111408224;2.064142967;5.696343483;10.72285424;15.43810159;21.42486697;26.70589841;28.3329333;28.80889778;29.5106773;30.22810915;30.9937784;31.57559345;32.38616162;33.53126924;36.06204052
IMAGE 3.0.1;DIAG-C30-const;World;Primary Energy|Biomass|w/ CCS;EJ/yr;0;0;0.008829197;0.063778561;0.102694901;0.177513107;0.376704498;0.670924683;1.069444946;1.334977051;1.531145996;1.756217041;2.000212036;2.154818115;2.097935059;1.777129028;1.520899048;1.256666016;0.991338013
IMAGE 3.0.1;DIAG-C30-const;World;Primary Energy|Nuclear;EJ/yr;9.9226368;9.643175936;10.65436979;11.59007027;14.37110989;17.12848998;19.84811008;22.1790208;24.67681075;28.39445914;31.89789082;34.51154842;36.448768;37.83979827;38.93526938;39.20633037;37.83911834;34.53584998;30.61722931
IMAGE 3.0.1;DIAG-C30-const;World;Primary Energy|Solar;EJ/yr;0.1214136;0.744381716;1.665513192;2.659766768;4.256899488;6.784592192;10.05440691;14.23779277;19.30693274;24.22139597;29.3883136;33.8154921;38.12120986;43.73790925;51.64751872;61.1914793;71.97652992;84.2687488;93.94210816
IMAGE 3.0.1;DIAG-C30-const;World;Primary Energy|Biomass;EJ/yr;52.11501855;57.72198926;57.63387891;63.16881836;73.53378906;84.79836133;94.30999805;101.1873027;101.7813574;98.45648828;95.15905664;93.50776172;97.70063281;104.8436953;109.549418;112.3471523;117.0859033;121.3758984;121.5877588
IMAGE 3.0.1;DIAG-C30-const;World;Primary Energy;EJ/yr;506.3976875;552.558875;568.228;579.0748125;605.3258125;629.8673125;646.4765;667.9461875;686.2993125;708.672625;734.5585;762.197125;791.980125;820.3893125;844.856375;863.981375;883.52;901.2198125;917.2403125
IMAGE 3.0.1;DIAG-C30-const;World;Primary Energy|Fossil;EJ/yr;430.6222969;467.233;477.5104063;478.6631094;486.5617969;491.5841094;488.383;492.1732031;499.3285156;514.7706875;533.7484922;555.4693047;574.8194063;587.968;596.4015;600.8214063;604.6383906;607.5135;616.9021094
IMAGE 3.0.1;DIAG-C30-const;World;Primary Energy|Gas|w/o CCS;EJ/yr;113.9437969;126.9132969;143.5705;152.5784063;173.686;193.63;201.4414063;208.9717969;211.4412031;220.2189063;230.479;238.0429063;244.979;252.0922969;252.74;245.065;234.1597031;217.8995938;203.2705938
IMAGE 3.0.1;DIAG-C30-const;World;Emissions|F-Gases;Mt CO2-equiv/yr;877.7758179;1232.802002;1727.401978;1573.871948;1483.720947;1409.843994;1347.868042;1389.999023;1458.447998;1537.603027;1631.510986;1718.740967;1798.598022;1807.328003;1829.264038;1838.329956;1856.706055;1904.892944;1961.827026
IMAGE 3.0.1;DIAG-C30-const;World;Primary Energy|Non-Biomass Renewables;EJ/yr;13.984733;18.24696911;22.81358919;26.21206299;31.8880792;37.83026272;45.97702797;54.93607014;63.51565133;70.49699533;77.4926208;82.81481779;87.57284122;94.7467072;105.3714143;117.3945999;130.1713275;144.4479483;155.2204037
IMAGE 3.0.1;DIAG-C30-const;World;Emissions|N2O;kt N2O/yr;10051.16022;10555.875;10941.4451;10200.62855;10392.2078;10622.55866;10793.80524;10840.74016;10805.22956;10638.68806;10449.34626;10406.27469;10401.91413;10391.31159;10433.48235;10409.36921;10371.31731;10347.94998;10351.4105
IMAGE 3.0.1;DIAG-C30-const;World;Primary Energy|Oil;EJ/yr;170.5882969;176.6422969;167.0797031;156.5442031;149.2630938;142.0944063;139.2705938;142.6769063;152.7674063;165.0492969;177.6847969;189.0157031;192.4157031;187.3017031;181.5960938;177.5074063;174.4642969;174.1305;176.6109063
IMAGE 3.0.1;DIAG-C30-const;World;Emissions|Kyoto Gases;Mt CO2-equiv/yr;48299.10938;51783.5;55671.46094;54423.42969;54434.94141;53517.89063;51968.51953;50541.89063;48854.35938;47396.98828;46812.57031;47904.82813;49331.83984;49827.17969;50852.67969;51541.19141;51583.80078;52152.14844;53141.51953
IMAGE 3.0.1;DIAG-C30-const;World;Primary Energy|Gas|w/ CCS;EJ/yr;0;0;5.29E-16;0.024057421;0.197795303;0.455295807;0.668868225;0.825267517;1.113560059;1.21325;1.238847046;1.29532605;1.493370972;1.612796021;1.832025024;1.871280029;1.843404053;1.645553955;1.336858032
IMAGE 3.0.1;DIAG-C30-const;World;Emissions|CO2|Energy and Industrial Processes;Mt CO2/yr;32090.52655;35334.94678;36580.64102;36629.98924;36457.65265;35660.11455;34450.62115;33838.56929;33340.88565;33457.99588;34212.16464;35458.72786;36818.90582;37835.20929;38662.03517;39413.27074;40190.13211;41007.2093;42167.48458
IMAGE 3.0.1;DIAG-C30-const;World;GDP|PPP;billion US$2010/yr;75837.96607;90506.40817;112548.8245;136289.3543;160415.0488;184239.6457;208805.2168;234044.7438;259447.5586;285636.8516;313768.0127;343801.7173;375415.8553;408264.0157;442751.0428;478641.6111;516224.3561;555532.06;596236.4856
IMAGE 3.0.1;DIAG-C30-const;World;Price|Carbon;US$2010/t CO2;0;0;30.00000003;30.00000003;30.00000003;30.00000003;30.00000003;30.00000003;30.00000003;30.00000003;30.00000003;30.00000003;30.00000003;30.00000003;30.00000003;30.00000003;30.00000003;30.00000003;30.00000003
IMAGE 3.0.1;DIAG-C30-const;World;Primary Energy|Oil|w/ CCS;EJ/yr;0;0;1.47E-19;0.037271622;0.052575691;0.093950508;0.11707;0.136274506;0.090486603;0.058318329;0.01640657;0.005190868;0.001116877;5.33635E-05;2.2908E-05;1.26396E-05;7.56732E-06;4.34335E-06;2.80149E-06
IMAGE 3.0.1;DIAG-C30-const;World;Temperature|Global Mean;°C;0.905228972;1.012495995;1.148872018;1.298614025;1.44224596;1.565798998;1.678202033;1.78302002;1.88430202;1.980119944;2.072921991;2.155184984;2.235172033;2.318453074;2.400209904;2.486558914;2.576509953;2.667352915;2.757829905
IMAGE 3.0.1;DIAG-C30-const;World;Policy Cost|Area under MAC Curve;billion US$2010/yr;0;0;72.37204233;82.75726493;133.1017199;191.570444;245.4467116;298.6143718;356.2412221;401.9929611;443.6549587;474.0359398;499.3917968;530.7148069;568.5138728;611.9204224;659.0546901;705.3933236;748.9837927
IMAGE 3.0.1;DIAG-C30-gr5;World;Primary Energy|Hydro;EJ/yr;12.38731981;14.50488013;16.43547034;17.68600986;19.39347046;20.62783078;21.78085069;22.20095078;22.61177958;23.03558042;23.40671078;23.84533914;24.20739072;24.62588928;24.98264064;25.12023962;25.20708915;25.42849024;25.81551923
IMAGE 3.0.1;DIAG-C30-gr5;World;Final Energy;EJ/yr;368.0809063;394.7916875;412.6014063;431.7229063;450.0298125;470.6741875;488.6785938;503.2371875;516.3511875;527.5748125;536.039625;540.5095;537.0931875;530.463125;526.8006875;519.972;514.2338125;513.3674063;515.6929063
IMAGE 3.0.1;DIAG-C30-gr5;World;Emissions|CO2;Mt CO2/yr;35671.27051;38161.75;42133.30144;43278.32552;44370.55176;44286.21843;42732.72624;41019.36524;38468.79753;34945.87923;31523.66537;28513.96224;23986.9878;19054.31673;15986.271;12422.13851;8493.037517;5977.52828;4327.557821
IMAGE 3.0.1;DIAG-C30-gr5;World;Primary Energy|Fossil|w/o CCS;EJ/yr;430.6222969;467.233;489.6796875;508.0472969;514.485;515.9962969;504.8786094;494.7602031;482.0328906;467.9231094;448.4982266;423.4235;383.4766563;339.7512773;301.2761602;253.1785381;208.4196162;173.8597314;144.4132256
IMAGE 3.0.1;DIAG-C30-gr5;World;Primary Energy|Coal;EJ/yr;146.0902031;163.6774063;169.6355938;178.3507969;184.3575;183.6470938;174.487;164.7395;154.3927969;140.9965;126.4341016;113.5425;98.14807813;85.75490625;83.73225;87.79457031;98.57270313;120.7467969;151.327
IMAGE 3.0.1;DIAG-C30-gr5;World;Emissions|CO2|AFOLU;Mt CO2/yr;3580.745668;2826.82089;4701.771267;4564.067272;5249.852717;5464.422842;5230.750541;4782.551197;3876.175439;2261.723792;1158.216042;1007.928682;1162.999344;918.6453944;1205.846034;1404.530088;819.2002252;816.5329137;1009.75004
IMAGE 3.0.1;DIAG-C30-gr5;World;Primary Energy|Wind;EJ/yr;1.228848788;2.71150176;4.45400896;5.863561568;7.373074368;8.846189184;11.16473907;14.28923533;16.59301965;17.71984077;19.34694502;20.59107558;21.38650931;22.85559731;26.37425946;30.35457587;31.93101568;31.47343821;30.60924109
IMAGE 3.0.1;DIAG-C30-gr5;World;Emissions|CH4;Mt CH4/yr;350.1925049;369.7315979;380.1438904;357.9789124;337.2185059;317.4619141;301.3659058;290.3301086;264.1828003;251.5675964;236.8208008;228.5139008;218.2424927;206.662796;196.7969055;186.0731049;177.4627991;172.4687042;171.2023926
IMAGE 3.0.1;DIAG-C30-gr5;World;Population;million;6921.797852;7302.094238;7671.501953;8015.398926;8327.682617;8608.792969;8857.175781;9069.899414;9242.542969;9372.134766;9459.967773;9511.283203;9531.094727;9520.347656;9480.227539;9413.564453;9325.707031;9221.214844;9103.234375
IMAGE 3.0.1;DIAG-C30-gr5;World;Primary Energy|Coal|w/o CCS;EJ/yr;146.0902031;163.6774063;169.6355938;178.3507969;184.0097969;181.4057031;168.576;154.9117969;137.2880938;115.1017031;92.20961719;72.524;52.23325;33.17787109;19.35566016;12.11713965;9.154702148;7.380879883;6.443713867
IMAGE 3.0.1;DIAG-C30-gr5;World;Primary Energy|Oil|w/o CCS;EJ/yr;170.5882969;176.6422969;171.2305;162.6259063;154.9329063;146.3417969;141.9584063;142.1389063;148.028;154.8567031;159.7109063;161.1052969;155.109;143.4637031;130.6562031;115.3957969;97.49711719;79.33853906;63.23773047
IMAGE 3.0.1;DIAG-C30-gr5;World;Primary Energy|Coal|w/ CCS;EJ/yr;0;0;9.29E-15;8.3104E-06;0.347704315;2.241410889;5.910996094;9.82772168;17.1047207;25.8947207;34.22444141;41.01853125;45.91482813;52.57703906;64.37658984;75.67742969;89.418;113.3658984;144.8832969
IMAGE 3.0.1;DIAG-C30-gr5;World;Primary Energy|Gas;EJ/yr;113.9437969;126.9132969;148.8135938;167.0705938;175.5542969;188.3617031;194.6642969;199.2117031;200.5565938;205.527;209.2529063;205.2885938;193.2295;181.7995;173.8090938;151.2519063;131.269;117.5615;105.5413984
IMAGE 3.0.1;DIAG-C30-gr5;World;Primary Energy|Biomass|w/o CCS;EJ/yr;52.11501953;57.72198047;58.76762891;61.77625;70.11924219;81.78346094;92.03746094;99.56324219;100.5373984;97.14432813;94.10863281;95.14682813;101.4205;105.1612969;99.49327344;93.8676875;94.77514063;98.51204688;100.5142031
IMAGE 3.0.1;DIAG-C30-gr5;World;Primary Energy|Fossil|w/ CCS;EJ/yr;0;0;9.78E-15;8.74659E-06;0.359785216;2.354716647;6.26299287;11.4601451;21.09486839;33.61525519;47.03621565;56.528092;63.01736083;71.27271303;86.92727319;101.2817225;118.9577461;143.8385419;175.7416491
IMAGE 3.0.1;DIAG-C30-gr5;World;Primary Energy|Biomass|w/ CCS;EJ/yr;0;0;0;0;1.44171E-05;0.003093515;0.131037003;0.582236511;1.628640015;2.967283936;5.08709082;11.7917002;28.84167969;43.20326953;48.27825;54.52101953;60.74414063;65.98413281;68.98992188
IMAGE 3.0.1;DIAG-C30-gr5;World;Primary Energy|Nuclear;EJ/yr;9.9226368;9.643175936;10.72130048;11.7708503;13.61332019;15.24004966;16.4349696;17.57899981;19.37223066;22.83945984;26.58990899;29.92977101;32.41038029;34.61303091;37.78310144;40.05641011;41.18337946;42.54853939;43.74872883
IMAGE 3.0.1;DIAG-C30-gr5;World;Primary Energy|Solar;EJ/yr;0.1214136;0.744381716;1.66747072;2.814915152;4.434210272;6.807024192;9.476044032;12.59856525;16.33687629;19.81927142;23.70740429;27.79930214;32.1370112;38.20771942;49.8716201;64.36893901;76.30291968;85.05683149;91.75730995
IMAGE 3.0.1;DIAG-C30-gr5;World;Primary Energy|Biomass;EJ/yr;52.11501855;57.72198926;58.76764063;61.77625977;70.11926172;81.78654883;92.16849219;100.1454746;102.1660527;100.1116094;99.19572461;106.9385332;130.262248;148.3646133;147.7714971;148.38871;155.5192734;164.4961963;169.5040596
IMAGE 3.0.1;DIAG-C30-gr5;World;Primary Energy;EJ/yr;506.3976875;552.558875;581.7256875;607.958875;629.778125;651.6586875;662.167125;673.035625;680.210625;685.067125;687.7843125;689.059;686.9018125;679.693875;674.987625;662.7493125;657.5213125;666.702125;681.590375
IMAGE 3.0.1;DIAG-C30-gr5;World;Primary Energy|Fossil;EJ/yr;430.6222969;467.233;489.6796875;508.0472969;514.8447031;518.351;511.1415938;506.2204063;503.1277969;501.5385;495.5346016;479.9515;446.4939844;411.0239063;388.2034453;354.4602734;327.3774063;317.6983203;320.1548398
IMAGE 3.0.1;DIAG-C30-gr5;World;Primary Energy|Gas|w/o CCS;EJ/yr;113.9437969;126.9132969;148.8135938;167.0705938;175.5422969;188.2487969;194.3442031;197.7095;196.7167969;197.9647031;196.5777031;189.7942031;176.1344063;163.1097031;151.2642969;125.6656016;101.7677969;87.1403125;74.73178125
IMAGE 3.0.1;DIAG-C30-gr5;World;Emissions|F-Gases;Mt CO2-equiv/yr;877.7758179;1232.802002;1727.401978;1628.708984;1588.095947;1541.487061;1387.540039;1370.699951;1433.603027;1329.64502;1392.810059;1451.572998;1504.177002;1483.131958;1481.021973;1477.378052;1486.988037;1510.612061;1537.989014
IMAGE 3.0.1;DIAG-C30-gr5;World;Primary Energy|Non-Biomass Renewables;EJ/yr;13.984733;18.24696911;22.94335962;26.9866828;32.22927312;37.75378221;44.46616077;51.6456873;58.57782758;64.07218867;70.25453722;76.29826893;82.15905741;90.44351104;106.317025;125.2044923;139.1557453;148.049132;154.750785
IMAGE 3.0.1;DIAG-C30-gr5;World;Emissions|N2O;kt N2O/yr;10051.16022;10555.875;11009.60428;10673.26255;10888.09403;10865.75258;10838.43213;10738.3088;10576.71407;10243.30189;9903.045407;9774.035572;9689.541362;9511.577076;9434.049174;9329.384205;9268.851211;9299.43115;9378.479071
IMAGE 3.0.1;DIAG-C30-gr5;World;Primary Energy|Oil;EJ/yr;170.5882969;176.6422969;171.2305;162.6259063;154.9329063;146.3422031;141.9902969;142.2692031;148.1784063;155.015;159.8475938;161.1204063;155.1164063;143.4695;130.6621016;115.4137969;97.53570313;79.39002344;63.28644141
IMAGE 3.0.1;DIAG-C30-gr5;World;Emissions|Kyoto Gases;Mt CO2-equiv/yr;48299.10938;51783.5;56645.16016;57037.14063;57633.76172;57002.26953;54884.25;52848.33984;49658.83984;45617.21875;41788.10156;38591.03906;33834.71094;28538.4707;25198.56055;21331.5;17178.71094;14571.08984;12940.38965
IMAGE 3.0.1;DIAG-C30-gr5;World;Primary Energy|Gas|w/ CCS;EJ/yr;0;0;4.91E-16;4.36E-07;0.01205778;0.112924896;0.320154907;1.502166016;3.839764893;7.562242188;12.67513965;15.49441992;17.09510938;18.68988086;22.54482031;25.58628906;29.50116016;30.42116016;30.80964063
IMAGE 3.0.1;DIAG-C30-gr5;World;Emissions|CO2|Energy and Industrial Processes;Mt CO2/yr;32090.52655;35334.94678;37431.53394;38714.2583;39120.69243;38821.81413;37501.96216;36236.82576;34592.62447;32684.1524;30365.4532;27506.03471;22823.99187;18135.6716;14780.4241;11017.61016;7673.838877;5160.995939;3317.808585
IMAGE 3.0.1;DIAG-C30-gr5;World;GDP|PPP;billion US$2010/yr;75837.96607;90506.40817;112548.8245;136289.3543;160415.0488;184239.6457;208805.2168;234044.7438;259447.5586;285636.8516;313768.0127;343801.7173;375415.8553;408264.0157;442751.0428;478641.6111;516224.3561;555532.06;596236.4856
IMAGE 3.0.1;DIAG-C30-gr5;World;Price|Carbon;US$2010/t CO2;0;0;11.30668364;14.43051288;18.41739726;23.50578588;30.00000003;38.28845635;48.86683798;62.36784508;79.59894362;101.5906678;129.6582809;165.4804689;211.1996407;269.5502267;344.0219841;439.0688037;560.3754445
IMAGE 3.0.1;DIAG-C30-gr5;World;Primary Energy|Oil|w/ CCS;EJ/yr;0;0;1.29E-19;5.67E-11;2.31205E-05;0.000380862;0.031841869;0.130257401;0.150382797;0.158292297;0.136634598;0.01514083;0.007423334;0.005793108;0.005863032;0.0180037;0.038585911;0.05148333;0.048711609
IMAGE 3.0.1;DIAG-C30-gr5;World;Temperature|Global Mean;°C;0.905228972;1.012320995;1.146561027;1.296466947;1.444373012;1.572837949;1.693609953;1.803524971;1.906260014;2.002247095;2.088578939;2.1560359;2.212990046;2.261874914;2.295725107;2.324928999;2.348973989;2.364425898;2.369752884
IMAGE 3.0.1;DIAG-C30-gr5;World;Policy Cost|Area under MAC Curve;billion US$2010/yr;0;0;13.87195109;26.00293298;57.43636227;117.8077076;212.3622911;352.8308022;590.6446141;924.0663229;1301.920176;1719.831707;2181.744886;2652.326131;3228.203602;3860.880441;4540.721526;5236.659181;5529.075955
IMAGE 3.0.1;DIAG-C30-hybrid;World;Primary Energy|Hydro;EJ/yr;12.38731981;14.50488013;16.32158003;17.29250099;19.39750912;20.63251046;21.78615091;22.17967002;22.5622999;22.96972083;23.36123085;23.81888922;24.21782938;24.64799949;25.03327949;25.16764058;25.24687974;25.42319002;25.85863987
IMAGE 3.0.1;DIAG-C30-hybrid;World;Final Energy;EJ/yr;368.0809063;394.7916875;401.1661875;415.8719063;434.2470938;457.6578125;482.1928125;499.3908125;513.8710938;525.985;535.2383125;540.1583125;536.837;530.686625;526.996625;520.15;514.2624063;513.2668125;515.535
IMAGE 3.0.1;DIAG-C30-hybrid;World;Emissions|CO2;Mt CO2/yr;35671.27051;38161.75;41282.74219;41202.80957;41711.11914;41236.90886;39961.4961;37942.88509;35306.23666;32100.18425;29092.92139;26869.97071;23537.99837;19334.75944;16231.29134;12594.78337;8573.737305;5986.06071;4328.463298
IMAGE 3.0.1;DIAG-C30-hybrid;World;Primary Energy|Fossil|w/o CCS;EJ/yr;430.6222969;467.233;477.5104063;478.5519063;484.4977031;485.8877969;477.6602969;466.5941016;453.9472969;439.2441641;421.8940703;403.9016914;375.9185195;342.28225;303.122123;253.4506738;207.9114092;171.8255215;141.2480688
IMAGE 3.0.1;DIAG-C30-hybrid;World;Primary Energy|Coal;EJ/yr;146.0902031;163.6774063;166.8602031;169.5165;163.4149063;155.4044063;147.0022031;138.1955;129.2612969;117.719;105.6697031;97.47904688;89.97060156;83.33613281;82.09500781;87.29227344;97.24245313;117.5287031;146.8715938
IMAGE 3.0.1;DIAG-C30-hybrid;World;Emissions|CO2|AFOLU;Mt CO2/yr;3580.745668;2826.82089;4702.096142;4572.832699;5253.455793;5576.816847;5510.882333;4791.276984;3714.699994;2276.295637;1185.92077;1074.857436;1172.042385;862.3854221;1223.793581;1433.277056;802.3171823;812.9673191;1064.831315
IMAGE 3.0.1;DIAG-C30-hybrid;World;Primary Energy|Wind;EJ/yr;1.228848788;2.71150176;4.442212672;5.700476512;7.204765568;8.939232128;12.0940951;15.8523369;18.10699059;19.10885658;20.43218765;20.99918029;20.93973709;21.70806144;25.07861069;29.6013225;32.12200909;32.1541719;31.61845299
IMAGE 3.0.1;DIAG-C30-hybrid;World;Emissions|CH4;Mt CH4/yr;350.1925049;369.7315979;376.0306091;344.2778931;325.7293091;308.2236938;297.7037964;286.4512939;260.1254883;248.9768066;234.3986053;226.8753052;217.3437042;206.218399;196.5198975;186.1389008;177.1576996;172.0885925;170.9270935
IMAGE 3.0.1;DIAG-C30-hybrid;World;Population;million;6921.797852;7302.094238;7671.501953;8015.398926;8327.682617;8608.792969;8857.175781;9069.899414;9242.542969;9372.134766;9459.967773;9511.283203;9531.094727;9520.347656;9480.227539;9413.564453;9325.707031;9221.214844;9103.234375
IMAGE 3.0.1;DIAG-C30-hybrid;World;Primary Energy|Coal|w/o CCS;EJ/yr;146.0902031;163.6774063;166.8602031;169.4665;161.6012031;150.2572969;137.0652969;123.6796016;107.4342969;87.61657031;68.51307031;55.13030078;44.19362891;33.08275;19.89991992;12.48308008;9.704581055;7.409498047;6.466561035
IMAGE 3.0.1;DIAG-C30-hybrid;World;Primary Energy|Oil|w/o CCS;EJ/yr;170.5882969;176.6422969;167.0797031;156.507;149.2105;142.0005;139.1535938;140.6642969;147.6697969;154.9522969;160.2627031;162.0312969;156.4357969;145.1932031;131.5797969;115.7167969;97.59272656;79.27915625;63.15378125
IMAGE 3.0.1;DIAG-C30-hybrid;World;Primary Energy|Coal|w/ CCS;EJ/yr;0;0;9.75E-15;0.050079182;1.813771973;5.147097168;9.936916016;14.51584961;21.82708008;30.10238086;37.15660156;42.34875;45.77696875;50.25337891;62.19508984;74.8091875;87.53786719;110.1192031;140.4050938
IMAGE 3.0.1;DIAG-C30-hybrid;World;Primary Energy|Gas;EJ/yr;113.9437969;126.9132969;143.5705;152.6024063;173.8837969;194.0852969;202.1102031;203.9955938;202.846;204.3652969;205.9435938;202.2947031;192.1500938;182.0002031;173.5055;150.5472031;129.5622969;115.0267969;101.7712969
IMAGE 3.0.1;DIAG-C30-hybrid;World;Primary Energy|Biomass|w/o CCS;EJ/yr;52.11501953;57.72198047;57.62505078;63.10503906;73.43109375;84.62085156;93.93328906;99.1750625;99.16379688;96.32538281;94.24197656;95.32478906;100.9432969;105.7773984;101.1172969;95.27628906;95.58213281;99.40245313;101.5041016
